Mode,Time,MonsterMaxHp,CDTLevel,TTTLevel,ObstacleAppearance
2,300,300,15,25,20
GtecTime,UnityTimeTicks,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,CDTAccuracy,CDTLevel,TimeWindow,TTTAccuracy,TTTLevel,Speed,Distance,Score
0,637598821721396723,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0,25,15.5,10,0
0,637598821721456529,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,637598821792149885,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
0,637598821798991550,MoveRightKeyDown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,637598821799430374,HitObstacle,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-5,0,0,0,0,0,0,0,0,0,0
0,637598821800542555,MoveRightKeyUp,0,1,0,1,2.841979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,637598821801210744,MoveRightKeyDown,0,1,1,0,2.955737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,637598821802417508,MoveRightKeyUp,0,1,0,1,5.74684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,637598821804996910,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
0,637598821807894643,ChangePlayerColor,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,637598821809061554,MoveLeftKeyDown,1,0,1,0,5.999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,637598821810417916,MoveLeftKeyUp,1,0,0,1,3.281909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,637598821811335440,GetTarget,0,0,0,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,10
0,637598821815095386,MoveRightKeyDown,0,1,1,0,3.000073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,637598821815155223,LateResponse,0,0,0,0,0,0,0,1,0,1,4,0,0,0,-5,0,0,0,0,0,0,0,0,0,5
0,637598821816631284,MoveRightKeyUp,0,1,0,1,5.842918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,637598821817867973,Attack,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,637598821817997627,GetTarget,0,0,0,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,10
0,637598821822426395,MoveLeftKeyDown,1,0,1,0,5.999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,637598821823842627,MoveLeftKeyUp,1,0,0,1,3.263601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,637598821824470952,GetTarget,0,0,0,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,15
0,637598821833092963,AvoidObstacle,0,0,0,0,3,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,20
0,637598821837207744,GetTarget,0,0,0,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,25
0,637598821839970362,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,637598821841635902,MoveLeftKeyUp,1,0,0,1,0.1949593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,637598821842952378,ChangePlayerColor,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,637598821843620602,GetTarget,0,0,0,0,0,1,0,0,0,4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,30
0,637598821847256160,Attack,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
0,637598821847325981,ResponseToRightColor,0,0,0,0,0,0,0,1,1,4,2,0,0,0,10,1,93.33334,0,0,0,0,0,0,0,40
0,637598821847984227,MoveLeftKeyDown,1,0,1,0,1.113766E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,637598821848921924,MoveLeftKeyUp,1,0,0,1,-2.502623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,637598821850288266,HitObstacle,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-5,0,0,0,0,0,0,0,0,0,35
0,637598821853397184,MoveRightKeyDown,0,1,1,0,-2.999861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,637598821854514217,MoveRightKeyUp,0,1,0,1,-0.3791588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,637598821856568707,GetTarget,0,0,0,0,0,1,0,0,0,4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,40
0,637598821861625179,MoveLeftKeyDown,1,0,1,0,-1.331228E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
