Mode,Time,MonsterMaxHp,CDTLevel,TTTLevel,ObstacleAppearance
2,300,300,15,25,20
GtecTime,UnityTimeTicks,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,CDTAccuracy,CDTLevel,TimeWindow,TTTAccuracy,TTTLevel,Speed,Distance,Score
0,637614286972043476,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0,25,15.5,10,0
0,637614286972260900,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,637614287034030579,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5
0,637614287034604439,MoveRightKeyDown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,637614287036245619,MoveRightKeyUp,0,1,0,1,2.920867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,637614287040558652,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10
0,637614287044228836,Attack,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,637614287046851821,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,637614287047570066,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15
0,637614287048906332,MoveLeftKeyUp,1,0,0,1,0.03824737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,637614287050900997,MoveLeftKeyDown,1,0,1,0,0.0004876204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,637614287051539293,ChangePlayerColor,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,637614287053174919,MoveLeftKeyUp,1,0,0,1,-2.981511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,637614287053533955,GetTarget,0,0,0,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,20
0,637614287057223352,MoveLeftKeyDown,1,0,1,0,-2.999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,637614287058539855,LateResponse,0,0,0,0,0,0,0,1,0,1,4,0,0,0,-5,0,0,0,0,0,0,0,0,0,15
0,637614287058918835,MoveLeftKeyUp,1,0,0,1,-5.920867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,637614287059527190,Attack,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,637614287059906182,GetTarget,0,0,0,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,20
0,637614287063516536,MoveRightKeyDown,0,1,1,0,-5.999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,637614287064573712,MoveRightKeyUp,0,1,0,1,-3.338736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,637614287066528642,GetTarget,0,0,0,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,25
0,637614287070204321,MoveRightKeyDown,0,1,1,0,-3.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,637614287072034511,MoveRightKeyUp,0,1,0,1,-0.07913254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,637614287073026943,GetTarget,0,0,0,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,30
0,637614287076996488,MoveRightKeyDown,0,1,1,0,-1.452299E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
0,637614287078332946,MoveRightKeyUp,0,1,0,1,2.836277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
0,637614287079380118,GetTarget,0,0,0,0,0,1,0,0,0,1,4,0,0,0,5,0,0,0,0,0,0,0,0,0,35
0,637614287081673990,ChangePlayerColor,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,637614287083668665,MoveRightKeyDown,0,1,1,0,2.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,637614287084695918,MoveRightKeyUp,0,1,0,1,5.661264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,637614287086082214,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,40
0,637614287088039030,MoveLeftKeyDown,1,0,1,0,5.999764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,637614287088757127,LateResponse,0,0,0,0,0,0,0,1,0,4,3,0,0,0,-5,0,0,0,0,0,0,0,0,0,35
0,637614287089122105,Attack,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,637614287089431281,MoveLeftKeyUp,1,0,0,1,3.16371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
0,637614287092420052,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,40
0,637614287095721222,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,637614287097721039,MoveLeftKeyUp,1,0,0,1,0.03824737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,637614287098668507,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,45
0,637614287101700530,MoveLeftKeyDown,1,0,1,0,1.286221E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
0,637614287103337061,MoveLeftKeyUp,1,0,0,1,-2.920867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
0,637614287105876079,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,50
0,637614287113505688,ChangePlayerColor,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,50
0,637614287114612715,AvoidObstacle,0,0,0,0,-3,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,55
0,637614287114981726,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,637614287116836770,MoveRightKeyUp,0,1,0,1,-0.03824737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,637614287119535714,Attack,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
0,637614287119605525,ResponseToRightColor,0,0,0,0,0,0,0,1,1,4,3,0,0,0,10,1,93.33334,0,0,0,0,0,0,0,65
0,637614287120956345,MissTarget,0,0,0,0,-3.004754E-06,-1,3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,64
0,637614287125175074,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,69
0,637614287126541406,MoveRightKeyDown,0,1,1,0,-2.67288E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0,637614287128516149,MoveRightKeyUp,0,1,0,1,2.961752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
0,637614287131528077,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,74
0,637614287140414506,AvoidObstacle,0,0,0,0,3,0,0,0,0,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,79
0,637614287142065244,ChangePlayerColor,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,79
0,637614287144738088,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,84
0,637614287147051905,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
0,637614287148378350,MoveLeftKeyUp,1,0,0,1,0.1637224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
0,637614287149066520,LateResponse,0,0,0,0,0,0,0,1,0,4,3,0,0,0,-5,0,0,0,0,0,0,0,0,0,79
0,637614287149475444,Attack,0,0,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
0,637614287151066251,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,84
0,637614287153390511,MoveRightKeyDown,0,1,1,0,3.004754E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
0,637614287154756859,MoveRightKeyUp,0,1,0,1,2.836278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
0,637614287157728969,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,89
0,637614287159703688,MoveRightKeyDown,0,1,1,0,2.999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
0,637614287161099952,MoveRightKeyUp,0,1,0,1,5.836277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89
0,637614287164091957,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,94
0,637614287170548350,ChangePlayerColor,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,94
0,637614287173271070,AvoidObstacle,0,0,0,0,6,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,99
0,637614287176253100,MoveLeftKeyDown,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
0,637614287177968510,MoveLeftKeyUp,1,0,0,1,3.079133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
0,637614287178038336,AvoidResponse,0,0,0,0,0,0,0,-1,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,104
0,637614287179893362,MissTarget,0,0,0,0,3.001009,-1,6,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,103
0,637614287184260272,GetTarget,0,0,0,0,0,1,0,0,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,108
