Mode,Time,MonsterMaxHp,CDTLevel,TTTLevel,ObstacleAppearance
2,300,300,15,25,20
GtecTime,UnityTimeTicks,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,CDTAccuracy,CDTLevel,TimeWindow,TTTAccuracy,TTTLevel,Speed,Distance,Score
0,637598805655681071,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0,25,15.5,10,0
0,637598805655870606,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,637598805742460605,MoveLeftKeyDown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,637598805742939319,MissTarget,0,0,0,0,-2.157521,-1,-6,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1
0,637598805743787066,MoveLeftKeyUp,1,0,0,1,-2.776713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,637598805747177987,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
0,637598805748285029,MoveRightKeyDown,0,1,1,0,-2.999954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,637598805749741136,MoveRightKeyUp,0,1,0,1,-0.1604876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,637598805753462042,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9
0,637598805760004543,ChangePlayerColor,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,637598805761131526,MoveRightKeyDown,0,1,1,0,-5.429486E-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,637598805762258518,MissTarget,0,0,0,0,2.641999,-1,3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,8
0,637598805762467955,MoveRightKeyUp,0,1,0,1,2.705685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,637598805764889270,MoveRightKeyDown,0,1,1,0,2.995198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,637598805766445111,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,13
0,637598805766494981,MoveRightKeyUp,0,1,0,1,5.840188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,637598805767113604,LateResponse,0,0,0,0,0,0,0,1,0,2,3,0,0,0,-5,0,0,0,0,0,0,0,0,0,8
0,637598805768928754,MoveLeftKeyDown,1,0,1,0,5.998405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,637598805770783811,MoveLeftKeyUp,1,0,0,1,3.066334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
0,637598805772957979,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,13
0,637598805775800382,MoveRightKeyDown,0,1,1,0,3.000013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,637598805776790770,MoveRightKeyUp,0,1,0,1,5.483589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
0,637598805779450084,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,18
0,637598805780457382,MoveLeftKeyDown,1,0,1,0,5.999032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,637598805782279157,MoveLeftKeyUp,1,0,0,1,3.129268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
0,637598805785835909,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,23
0,637598805786010539,ChangePlayerColor,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,23
0,637598805787656137,MoveRightKeyDown,0,1,1,0,3.00001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
0,637598805788982592,MoveRightKeyUp,0,1,0,1,5.787009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
