GtecTime,UnityTime,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection,LeftEyeWide,RightEyeWide,LeftEyeSqeeze,RightEyeSqeeze,LeftEyeFrown,RightEyeFrown,FocusStatus,RayOriginal,RayDirection,Collider,Distance,Normal,Point,Transform.position,Transform.rotation,Camera.position,Camera.rotation
0,260414.6,3,31,31,0,1,1,0,4.272598,4.153091,"(0.0, 0.0)","(0.4, 0.5)","(0.5, 0.4)","(5.9, 2.2, -27.9)","(35.6, 0.8, -28.0)","(-31.4, 3.9, -27.8)","(0.0, 0.0, 1.0)","(0.0, 0.0, 1.0)","(0.0, -0.1, 1.0)",0.2090346,0.2090346,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.3, 3.7, 3.7)","(0.0, -1.0, 0.1, 0.3)"
0,265467.5,3,31,31,0,1,1,0,4.108185,4.011154,"(0.0, 0.0)","(0.4, 0.6)","(0.5, 0.5)","(3.0, 2.0, -27.9)","(35.5, 0.4, -27.8)","(-31.4, 3.7, -28.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)",0.1687386,0.1687386,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, -0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.57417,"(0.0, -0.2, -1.0)","(0.1, 1.4, 8.0)","(0.0, 0.0, 10.0)","(0.0, 1.0, 0.0, 0.0)","(0.0, 7.1, -7.5)","(0.1, 0.0, 0.0, 1.0)"
0,265489.3,3,31,31,0,1,1,0,3.986053,4.033005,"(0.0, 0.0)","(0.4, 0.6)","(0.5, 0.5)","(-1.9, 2.4, -28.0)","(35.4, 0.6, -27.9)","(-31.5, 3.9, -28.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)",0.1494475,0.1494475,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, -0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.44394,"(0.1, 0.0, -1.0)","(0.3, 1.7, 8.0)","(0.0, 0.0, 10.0)","(0.0, 1.0, 0.0, 0.0)","(0.0, 7.1, -7.5)","(0.1, 0.0, 0.0, 1.0)"
0,265509,3,31,31,0,1,1,0,4.036942,4.069824,"(0.0, 0.0)","(0.4, 0.6)","(0.5, 0.4)","(26.0, 1.2, -28.0)","(35.3, 0.8, -28.1)","(-31.5, 3.9, -27.4)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)",0.1442158,0.1442158,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, -0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.45912,"(0.3, 0.0, -1.0)","(0.6, 1.9, 8.1)","(0.0, 0.0, 10.0)","(0.0, 1.0, 0.0, 0.0)","(0.0, 7.1, -7.5)","(0.1, 0.0, 0.0, 1.0)"
0,265528.1,3,31,31,0,1,1,0,4.058716,3.99614,"(0.0, 0.0)","(0.4, 0.6)","(0.5, 0.4)","(33.8, 0.9, -28.1)","(35.3, 0.8, -28.2)","(-31.5, 3.9, -27.4)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)",0.046813,0.046813,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, -0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.27987,"(0.2, 0.0, -1.0)","(0.4, 2.2, 8.1)","(0.0, 0.0, 10.1)","(0.0, 1.0, 0.0, 0.0)","(0.0, 7.1, -7.4)","(0.1, 0.0, 0.0, 1.0)"
0,265547.2,3,31,31,0,1,1,0,4.013809,4.048492,"(0.0, 0.0)","(0.4, 0.6)","(0.5, 0.4)","(33.5, 0.9, -28.1)","(35.3, 0.8, -28.1)","(-31.5, 3.9, -27.4)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)",0.07179188,0.07179188,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, -0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.32846,"(0.3, 0.0, -1.0)","(0.5, 2.1, 8.2)","(0.0, 0.0, 10.1)","(0.0, 1.0, 0.0, 0.0)","(0.0, 7.1, -7.4)","(0.1, 0.0, 0.0, 1.0)"
0,265569,3,31,31,0,1,1,0,4.031494,4.048233,"(0.0, 0.0)","(0.4, 0.6)","(0.5, 0.4)","(27.3, 1.2, -28.0)","(35.3, 0.8, -28.1)","(-31.5, 3.9, -27.5)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)",0.06802551,0.06802551,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, -0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.30363,"(0.3, 0.0, -1.0)","(0.5, 2.1, 8.3)","(0.0, 0.0, 10.2)","(0.0, 1.0, 0.0, 0.0)","(0.0, 7.1, -7.3)","(0.1, 0.0, 0.0, 1.0)"
0,265589.9,3,31,31,0,1,1,0,4.023865,4.062668,"(0.0, 0.0)","(0.4, 0.6)","(0.5, 0.4)","(-5.0, 2.6, -27.7)","(35.3, 0.8, -28.0)","(-31.5, 3.9, -27.5)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)",0.06530204,0.06530204,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, -0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.27854,"(0.2, 0.0, -1.0)","(0.4, 2.1, 8.3)","(0.0, 0.0, 10.3)","(0.0, 1.0, 0.0, 0.0)","(0.0, 7.1, -7.2)","(0.1, 0.0, 0.0, 1.0)"
0,265610.7,3,31,31,0,1,1,0,4.033432,4.046936,"(0.0, 0.0)","(0.4, 0.6)","(0.5, 0.4)","(-2.4, 2.5, -27.7)","(35.3, 0.8, -28.0)","(-31.5, 3.9, -27.5)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)",0.08331301,0.08331301,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, -0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.25688,"(0.2, 0.0, -1.0)","(0.4, 2.1, 8.4)","(0.0, 0.0, 10.4)","(0.0, 1.0, 0.0, 0.0)","(0.0, 7.1, -7.1)","(0.1, 0.0, 0.0, 1.0)"
0,265631,3,31,31,0,1,1,0,4.06189,4.046158,"(0.0, 0.0)","(0.4, 0.6)","(0.5, 0.4)","(1.4, 2.3, -27.8)","(35.3, 0.8, -28.0)","(-31.5, 3.9, -27.5)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)","(0.0, -0.1, 1.0)",0.08151028,0.08151028,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.0, -0.1, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),16.23322,"(0.2, 0.0, -1.0)","(0.4, 2.2, 8.5)","(0.0, 0.0, 10.5)","(0.0, 1.0, 0.0, 0.0)","(0.0, 7.1, -7.0)","(0.1, 0.0, 0.0, 1.0)"
