Mode,Time,MonsterMaxHp,CDTLevel,TTTLevel,ObstacleAppearance
2,300,300,15,25,20
GtecTime,UnityTimeTicks,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,CDTAccuracy,CDTLevel,TimeWindow,TTTAccuracy,TTTLevel,Speed,Distance,Score
0,637606602954813757,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.7,0,25,15.5,10,0
0,637606602954903484,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,637606603103441812,MoveLeftKeyDown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,637606603103880640,MissTarget,0,0,0,0,-2.145881,-1,-6,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1
0,637606603105227039,MoveLeftKeyUp,1,0,0,1,-2.90262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,637606603107999637,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
0,637606603110692452,MoveLeftKeyDown,1,0,1,0,-2.999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,637606603112743833,MoveLeftKeyUp,1,0,0,1,-5.921619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,637606603114529064,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9
0,637606603123326333,AvoidObstacle,0,0,0,0,-6,0,0,0,0,0,0,1,-3,0,5,0,0,0,0,0,0,0,0,0,14
0,637606603123745215,ChangePlayerColor,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,637606603127323693,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,19
0,637606603129503809,MoveRightKeyDown,0,1,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
0,637606603130790362,AvoidResponse,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,24
0,637606603131069581,MoveRightKeyUp,0,1,0,1,-3.16479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
0,637606603133737600,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,29
0,637606603137397809,MoveRightKeyDown,0,1,1,0,-3.000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
0,637606603139322669,MoveRightKeyUp,0,1,0,1,-0.1397938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
0,637606603140220268,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,34
0,637606603144434503,MoveLeftKeyDown,1,0,1,0,-6.996499E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,637606603146229749,MoveLeftKeyUp,1,0,0,1,-2.865569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,637606603146459108,ChangePlayerColor,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,637606603146658563,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,39
0,637606603151210933,MoveRightKeyDown,0,1,1,0,-2.99998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
0,637606603153006153,MoveRightKeyUp,0,1,0,1,-0.0839593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
0,637606603153175694,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,44
0,637606603153634460,AvoidResponse,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,49
0,637606603161854768,AvoidObstacle,0,0,0,0,-1.293661E-08,0,0,0,0,0,0,1,-3,0,5,0,0,0,0,0,0,0,0,0,54
0,637606603166062377,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,59
0,637606603167473754,ChangePlayerColor,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,59
