MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
300,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,15-05-25.644,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15-05-30.660,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
0,15-05-32.146,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0
0,15-05-32.262,ResponseToRightColor,0,0,0,0,0,0,0,1,1,3,2,0,0,0,10,0,93.33334,10
0,15-05-32.545,MoveRightKeyDown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,15-05-32.778,MoveRightKeyUp,0,1,0,1,1.736526,0,0,0,0,0,0,0,0,0,0,0,0,10
0,15-05-33.006,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,10
0,15-05-33.327,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,0,96.66666,0
0,15-05-33.501,MoveRightKeyDown,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15-05-33.671,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,15-05-33.718,MoveRightKeyUp,0,1,0,1,4.525057,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15-05-33.851,HitObstacle,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-10,0,0,-10
0,15-05-33.854,MoveLeftKeyDown,1,0,1,0,5.407605,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,15-05-34.086,MoveLeftKeyUp,1,0,0,1,3.726233,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,15-05-34.368,AvoidObstacle,0,0,0,0,3,0,0,0,0,0,0,1,6,0,0,0,0,-10
0,15-05-34.724,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-10
0,15-05-35.228,MissTarget,0,0,0,0,3,-1,3,0,0,0,0,0,0,0,-5,0,0,-15
0,15-05-35.232,AvoidResponse,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,5,0,0,-10
0,15-05-36.087,AvoidObstacle,0,0,0,0,3,0,0,0,0,0,0,1,6,0,0,0,0,-10
0,15-05-36.440,GetTarget,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,-10
0,15-05-36.687,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,-10
0,15-05-36.942,MissTarget,0,0,0,0,3,-1,3,0,0,0,0,0,0,0,-5,0,0,-15
0,15-05-36.946,LateResponse,0,0,0,0,0,0,0,1,0,1,3,0,0,0,-10,0,0,-25
0,15-05-37.807,MissTarget,0,0,0,0,3,-1,6,0,0,0,0,0,0,0,-5,0,0,-30
0,15-05-38.237,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,-30
0,15-05-38.664,MissTarget,0,0,0,0,3,-1,3,0,0,0,0,0,0,0,-5,0,0,-35
0,15-05-38.739,LateResponse,0,0,0,0,0,0,0,1,0,3,2,0,0,0,-10,0,0,-45
0,15-05-39.519,MissTarget,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,-5,0,0,-50
0,15-05-39.703,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-50
0,15-05-40.387,MissTarget,0,0,0,0,3,-1,-3,0,0,0,0,0,0,0,-5,0,0,-55
0,15-05-41.237,MissTarget,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,-5,0,0,-60
0,15-05-41.589,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-60
0,15-05-42.088,MissTarget,0,0,0,0,3,-1,3,0,0,0,0,0,0,0,-5,0,0,-65
0,15-05-42.101,AvoidResponse,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,5,0,0,-60
0,15-05-42.757,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,-60
0,15-05-42.950,MissTarget,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,-5,0,0,-65
0,15-05-43.801,MissTarget,0,0,0,0,3,-1,-3,0,0,0,0,0,0,0,-5,0,0,-70
0,15-05-44.659,MissTarget,0,0,0,0,3,-1,0,0,0,0,0,0,0,0,-5,0,0,-75
0,15-05-44.970,HitObstacle,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-10,0,0,-85
0,15-05-45.429,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-85
0,15-05-45.521,AvoidObstacle,0,0,0,0,2.291754,0,0,0,0,0,0,1,3,0,0,0,0,-85
0,15-05-45.632,MoveLeftKeyUp,1,0,0,1,1.67707,0,0,0,0,0,0,0,0,0,0,0,0,-85
0,15-05-45.786,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-85
0,15-05-45.869,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,-85
0,15-05-45.960,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,2,0,0,0,10,0,90,-75
0,15-05-46.291,MoveLeftKeyDown,1,0,1,0,-2.857539E-16,0,0,0,0,0,0,0,0,0,0,0,0,-75
0,15-05-46.491,MoveLeftKeyUp,1,0,0,1,-1.400919,0,0,0,0,0,0,0,0,0,0,0,0,-75
0,15-05-46.725,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-75
0,15-05-46.787,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,-10,0,93.33334,-85
0,15-05-47.224,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-85
0,15-05-47.238,MissTarget,0,0,0,0,-2.840708,-1,-3,0,0,0,0,0,0,0,-5,0,0,-90
0,15-05-47.445,MoveRightKeyUp,0,1,0,1,-1.456078,0,0,0,0,0,0,0,0,0,0,0,0,-90
0,15-05-47.607,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-90
0,15-05-47.714,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,-10,0,96.66666,-100
0,15-05-48.103,MissTarget,0,0,0,0,-2.253534E-20,-1,0,0,0,0,0,0,0,0,-5,0,0,-105
0,15-05-48.799,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,-105
0,15-05-48.949,AvoidObstacle,0,0,0,0,7.750712E-39,0,0,0,0,0,0,1,3,0,0,0,0,-105
0,15-05-49.077,MoveRightKeyDown,0,1,1,0,-4.153051E-39,0,0,0,0,0,0,0,0,0,0,0,0,-105
0,15-05-49.365,MoveRightKeyUp,0,1,0,1,2.016907,0,0,0,0,0,0,0,0,0,0,0,0,-105
0,15-05-49.802,AvoidObstacle,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,-105
0,15-05-50.149,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,-105
0,15-05-50.302,ResponseToRightColor,0,0,0,0,0,0,0,1,1,3,2,0,0,0,10,0,90,-95
0,15-05-50.617,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-95
0,15-05-50.838,MoveLeftKeyUp,1,0,0,1,1.459943,0,0,0,0,0,0,0,0,0,0,0,0,-95
0,15-05-51.040,GetTarget,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,-95
0,15-05-51.164,ResponseToRightColor,0,0,0,0,0,0,0,1,1,3,1,0,0,0,10,0,83.33334,-85
0,15-05-51.513,MoveLeftKeyDown,1,0,1,0,-1.094616E-23,0,0,0,0,0,0,0,0,0,0,0,0,-85
0,15-05-51.528,MissTarget,0,0,0,0,-0.1641847,-1,0,0,0,0,0,0,0,0,-5,0,0,-90
0,15-05-51.731,MoveLeftKeyUp,1,0,0,1,-1.523688,0,0,0,0,0,0,0,0,0,0,0,0,-90
0,15-05-51.833,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-90
0,15-05-51.893,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,-90
0,15-05-52.016,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,2,0,0,0,10,0,76.66666,-80
0,15-05-52.334,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-80
