Mode,Time,MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint
1,300,300,7,3,20,6,true,80
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,CDTAccuracy,CDTLevel,TimeWindow,TTTAccuracy,TTTLevel,Speed,Score
0,17-20-57.843,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,9.000003,0
0,17-20-57.848,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,17-21-02.849,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,17-21-03.524,MoveLeftKeyDown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17-21-03.677,MoveLeftKeyUp,1,0,0,1,-1.41269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17-21-04.347,GetTarget,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17-21-04.549,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,3,0,0,0,10,1,93.33334,0,0,0,0,0,0,10
0,17-21-04.975,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,17-21-05.217,MoveRightKeyUp,0,1,0,1,-0.8307257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,17-21-05.347,GetTarget,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,10
0,17-21-05.560,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,3,0,0,0,10,1,86.66666,0,0,0,0,0,0,20
0,17-21-05.856,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,20
0,17-21-05.878,MoveLeftKeyDown,1,0,1,0,-1.361419E-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,17-21-06.058,MoveLeftKeyUp,1,0,0,1,-1.627287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,17-21-06.347,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,20
0,17-21-06.587,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,3,0,0,0,10,1,80,0,0,0,0,0,0,30
0,17-21-06.929,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
0,17-21-07.172,MoveRightKeyUp,0,1,0,1,-0.7944568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
0,17-21-07.347,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,30
0,17-21-07.637,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,1,0,0,0,10,1,73.33334,0,0,0,0,0,0,40
0,17-21-07.865,MoveRightKeyDown,0,1,1,0,-9.587178E-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
0,17-21-08.086,MoveRightKeyUp,0,1,0,1,1.990081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
