Time,MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
300,300,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,16-45-59.581,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-45-59.585,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,16-46-04.618,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
0,16-46-05.060,MoveLeftKeyDown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-46-05.288,MoveLeftKeyUp,1,0,0,1,-1.695732,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-46-06.130,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0
0,16-46-06.206,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,1,100,-10
0,16-46-06.585,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,16-46-06.879,MoveRightKeyUp,0,1,0,1,-0.8733441,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,16-46-06.973,GetTarget,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,-10
0,16-46-07.151,ResponseToRightColor,0,0,0,0,0,0,0,1,1,3,1,0,0,0,10,1,93.33334,0
0,16-46-07.476,MissTarget,0,0,0,0,-8.595887E-23,-1,0,0,0,0,0,0,0,0,-5,0,0,-5
0,16-46-07.618,MoveLeftKeyDown,1,0,1,0,-6.68006E-25,0,0,0,0,0,0,0,0,0,0,0,0,-5
0,16-46-07.637,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-5
0,16-46-07.898,MoveLeftKeyUp,1,0,0,1,-1.965455,0,0,0,0,0,0,0,0,0,0,0,0,-5
0,16-46-07.955,GetTarget,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,-5
