Time,MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
5,300,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,19-34-56.131,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19-34-56.136,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,19-35-01.133,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
0,19-35-03.135,MissTarget,0,0,0,0,0,-1,-3,0,0,0,0,0,0,0,-5,0,0,-5
0,19-35-03.491,GetTarget,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,-5
0,19-35-03.993,AvoidResponse,0,0,0,0,0,0,0,-1,0,2,2,0,0,0,5,0,0,0
0,19-35-04.138,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,19-35-04.847,MissTarget,0,0,0,0,0,-1,-3,0,0,0,0,0,0,0,-5,0,0,-5
0,19-35-05.191,GetTarget,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,-5
0,19-35-05.693,LateResponse,0,0,0,0,0,0,0,1,0,1,3,0,0,0,-10,0,0,-15
0,19-35-06.135,TimesUp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15
0,19-35-06.138,TotalScore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15
