Time,MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
5,300,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,19-36-36.106,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19-36-36.111,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,19-36-41.114,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
0,19-36-43.120,MissTarget,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,-5,0,0,-5
0,19-36-43.970,MissTarget,0,0,0,0,0,-1,6,0,0,0,0,0,0,0,-5,0,0,-10
0,19-36-44.126,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,-10
0,19-36-44.831,MissTarget,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,-5,0,0,-15
0,19-36-45.188,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,-15
0,19-36-45.690,MissTarget,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-5,0,0,-20
0,19-36-45.694,LateResponse,0,0,0,0,0,0,0,1,0,3,2,0,0,0,-10,0,0,-30
0,19-36-46.114,TimesUp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30
0,19-36-46.118,TotalScore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30
