Time,MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
30,30,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,15-29-02.930,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15-29-02.934,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,15-29-07.933,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,15-29-08.547,MoveLeftKeyDown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15-29-08.674,MoveLeftKeyUp,1,0,0,1,-0.8855686,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15-29-09.450,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
0,15-29-09.560,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,-10,1,100,-10
0,15-29-09.943,MissTarget,0,0,0,0,-3,-1,-3,0,0,0,0,0,0,0,-5,0,0,-15
0,15-29-10.421,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-15
0,15-29-10.806,AvoidObstacle,0,0,0,0,-0.1831272,0,0,0,0,0,0,1,0,0,0,0,0,-15
0,15-29-10.938,MoveRightKeyUp,0,1,0,1,5.192065E-06,0,0,0,0,0,0,0,0,0,0,0,0,-15
0,15-29-10.960,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,-15
0,15-29-11.658,MissTarget,0,0,0,0,2.403902E-29,-1,3,0,0,0,0,0,0,0,-5,0,0,-20
0,15-29-11.786,MoveRightKeyDown,0,1,1,0,4.095875E-30,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,15-29-12.007,MoveRightKeyUp,0,1,0,1,1.560387,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,15-29-12.092,MoveRightKeyDown,0,1,1,0,2.1282,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,15-29-12.195,MoveRightKeyUp,0,1,0,1,2.842493,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,15-29-12.435,MoveLeftKeyDown,1,0,1,0,4.549382,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,15-29-12.512,MissTarget,0,0,0,0,3.874152,-1,6,0,0,0,0,0,0,0,-5,0,0,-25
0,15-29-12.570,MoveLeftKeyUp,1,0,0,1,3.602226,0,0,0,0,0,0,0,0,0,0,0,0,-25
0,15-29-12.865,GetTarget,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,-25
0,15-29-13.112,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,2,2,0,0,0,-10,1,100,-35
0,15-29-13.395,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-35
0,15-29-13.579,MoveLeftKeyUp,1,0,0,1,1.732201,0,0,0,0,0,0,0,0,0,0,0,0,-35
0,15-29-13.700,MoveRightKeyDown,0,1,1,0,0.8851058,0,0,0,0,0,0,0,0,0,0,0,0,-35
0,15-29-13.874,MoveRightKeyUp,0,1,0,1,2.101922,0,0,0,0,0,0,0,0,0,0,0,0,-35
0,15-29-13.991,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-35
0,15-29-14.229,AvoidObstacle,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,-35
0,15-29-14.590,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-35
0,15-29-14.716,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,-10,1,100,-45
0,15-29-14.922,MoveRightKeyDown,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-45
0,15-29-15.088,MissTarget,0,0,0,0,4.310827,-1,3,0,0,0,0,0,0,0,-5,0,0,-50
0,15-29-15.129,MoveRightKeyUp,0,1,0,1,4.460213,0,0,0,0,0,0,0,0,0,0,0,0,-50
0,15-29-15.435,GetTarget,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,-50
0,15-29-15.478,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,3,0,0,0,10,1,33.33333,-40
0,15-29-15.836,MoveLeftKeyDown,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,-40
0,15-29-15.937,MissTarget,0,0,0,0,5.155509,-1,6,0,0,0,0,0,0,0,-5,0,0,-45
0,15-29-16.023,MoveLeftKeyUp,1,0,0,1,4.709816,0,0,0,0,0,0,0,0,0,0,0,0,-45
0,15-29-16.284,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,-45
0,15-29-16.635,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,2,0,0,0,10,1,0,-35
0,15-29-16.640,DefeatedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-35
