Time,MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
300,300,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,16-17-49.236,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-17-49.241,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,16-17-54.239,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
0,16-17-55.753,GetTarget,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0
0,16-17-56.257,LateResponse,0,0,0,0,0,0,0,1,0,3,1,0,0,0,-10,0,0,-10
0,16-17-57.114,MissTarget,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,-5,0,0,-15
0,16-17-57.256,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,-15
0,16-17-57.473,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,-15
0,16-17-57.955,MissTarget,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-5,0,0,-20
0,16-17-57.978,LateResponse,0,0,0,0,0,0,0,1,0,2,3,0,0,0,-10,0,0,-30
0,16-17-58.831,MissTarget,0,0,0,0,0,-1,-3,0,0,0,0,0,0,0,-5,0,0,-35
0,16-17-59.679,MissTarget,0,0,0,0,0,-1,-6,0,0,0,0,0,0,0,-5,0,0,-40
0,16-18-00.293,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,-40
0,16-18-00.545,MissTarget,0,0,0,0,0,-1,-3,0,0,0,0,0,0,0,-5,0,0,-45
0,16-18-00.878,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,-45
