Time,MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
30,30,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,19-10-22.824,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19-10-22.943,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,19-10-28.028,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,19-10-28.620,MoveRightKeyDown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19-10-28.834,MoveRightKeyUp,0,1,0,1,1.517863,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19-10-29.614,GetTarget,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0
0,19-10-29.706,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,3,0,0,0,10,1,33.33333,10
0,19-10-30.144,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10
0,19-10-30.389,MoveLeftKeyUp,1,0,0,1,1.290709,0,0,0,0,0,0,0,0,0,0,0,0,10
0,19-10-30.485,GetTarget,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,10
0,19-10-30.613,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,3,0,0,0,10,1,0,20
0,19-10-30.616,DefeatedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20
0,19-10-31.038,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,20
0,19-10-32.116,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20
0,19-10-32.124,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20
0,19-10-33.252,AvoidObstacle,0,0,0,0,4.154763E-39,0,0,0,0,0,0,1,3,0,0,0,0,20
0,19-10-33.601,GetTarget,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,20
0,19-10-33.725,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,3,0,0,0,10,2,33.33333,30
0,19-10-34.966,AvoidObstacle,0,0,0,0,4.154763E-39,0,0,0,0,0,0,1,3,0,0,0,0,30
0,19-10-35.137,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,30
0,19-10-35.302,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,30
0,19-10-35.615,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,3,0,0,0,10,2,0,40
0,19-10-35.619,DefeatedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,40
0,19-10-37.117,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,40
0,19-10-37.127,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,40
0,19-10-37.284,MoveRightKeyDown,0,1,1,0,4.154763E-39,0,0,0,0,0,0,0,0,0,0,0,0,40
0,19-10-37.503,MoveRightKeyUp,0,1,0,1,1.555539,0,0,0,0,0,0,0,0,0,0,0,0,40
0,19-10-37.686,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,40
0,19-10-38.041,ResponseToRightColor,0,0,0,0,0,0,0,1,1,3,2,0,0,0,10,3,33.33333,50
0,19-10-38.184,MissTarget,0,0,0,0,3,-1,3,0,0,0,0,0,0,0,-5,0,0,45
0,19-10-38.365,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,45
0,19-10-38.737,MoveLeftKeyUp,1,0,0,1,0.4172395,0,0,0,0,0,0,0,0,0,0,0,0,45
0,19-10-38.873,MoveRightKeyDown,0,1,1,0,0.000106018,0,0,0,0,0,0,0,0,0,0,0,0,45
0,19-10-39.041,MissTarget,0,0,0,0,1.224248,-1,0,0,0,0,0,0,0,0,-5,0,0,40
0,19-10-39.115,MoveRightKeyUp,0,1,0,1,1.660825,0,0,0,0,0,0,0,0,0,0,0,0,40
