MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
300,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,14-11-56.487,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14-12-01.495,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,14-12-03.493,MissTarget,0,0,0,0,0,-1,6,0,0,0,0,0,0,0,-5,0,0,-5
0,14-12-04.360,MissTarget,0,0,0,0,0,-1,3,0,0,0,0,0,0,0,-5,0,0,-10
0,14-12-04.715,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,-10
0,14-12-05.130,MoveLeftKeyDown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,14-12-05.211,MissTarget,0,0,0,0,-0.7147335,-1,0,0,0,0,0,0,0,0,-5,0,0,-15
0,14-12-05.231,LateResponse,0,0,0,0,0,0,0,1,0,1,2,0,0,0,-10,0,0,-25
0,14-12-05.388,MoveLeftKeyUp,1,0,0,1,-1.821847,0,0,0,0,0,0,0,0,0,0,0,0,-25
0,14-12-05.440,MoveLeftKeyDown,1,0,1,0,-2.197754,0,0,0,0,0,0,0,0,0,0,0,0,-25
0,14-12-05.530,MoveLeftKeyUp,1,0,0,1,-2.777129,0,0,0,0,0,0,0,0,0,0,0,0,-25
0,14-12-05.566,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,-25
0,14-12-05.960,MoveLeftKeyDown,1,0,1,0,-5.799461,0,0,0,0,0,0,0,0,0,0,0,0,-25
0,14-12-06.062,MissTarget,0,0,0,0,-6,-1,-3,0,0,0,0,0,0,0,-5,0,0,-30
0,14-12-06.080,LateResponse,0,0,0,0,0,0,0,1,0,1,2,0,0,0,-10,0,0,-40
0,14-12-06.100,MoveLeftKeyUp,1,0,0,1,-6,0,0,0,0,0,0,0,0,0,0,0,0,-40
0,14-12-06.406,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,-40
0,14-12-06.514,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,-40
0,14-12-06.634,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,2,0,0,0,10,0,93.33334,-30
0,14-12-07.780,AvoidObstacle,0,0,0,0,-6,0,0,0,0,0,0,1,-3,0,0,0,0,-30
0,14-12-08.140,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,-30
0,14-12-08.177,ResponseToRightColor,0,0,0,0,0,0,0,1,1,3,2,0,0,0,10,0,86.66666,-20
0,14-12-08.569,MoveRightKeyDown,0,1,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,14-12-08.634,MissTarget,0,0,0,0,-5.423825,-1,-6,0,0,0,0,0,0,0,-5,0,0,-25
0,14-12-08.785,MoveRightKeyUp,0,1,0,1,-4.510108,0,0,0,0,0,0,0,0,0,0,0,0,-25
0,14-12-08.992,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,-25
0,14-12-09.225,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,0,90,-35
0,14-12-09.490,MissTarget,0,0,0,0,-3,-1,-3,0,0,0,0,0,0,0,-5,0,0,-40
0,14-12-10.356,AvoidObstacle,0,0,0,0,-3,0,0,0,0,0,0,1,-6,0,0,0,0,-40
0,14-12-10.711,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,-40
0,14-12-10.893,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,0,93.33334,-50
0,14-12-11.215,MissTarget,0,0,0,0,-3,-1,-3,0,0,0,0,0,0,0,-5,0,0,-55
0,14-12-11.254,MoveLeftKeyDown,1,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-55
0,14-12-11.403,MoveLeftKeyUp,1,0,0,1,-4.148191,0,0,0,0,0,0,0,0,0,0,0,0,-55
0,14-12-11.543,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-55
