Time,MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
15,30,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,19-15-34.922,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19-15-34.927,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,19-15-39.925,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,19-15-41.414,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
0,19-15-41.880,MoveRightKeyDown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19-15-41.919,LateResponse,0,0,0,0,0,0,0,1,0,1,2,0,0,0,-10,0,0,-10
0,19-15-42.121,MoveRightKeyUp,0,1,0,1,1.683324,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,19-15-42.297,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-10
0,19-15-42.604,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,19-15-42.783,MissTarget,0,0,0,0,1.707334,-1,3,0,0,0,0,0,0,0,-5,0,0,-15
0,19-15-42.799,AvoidResponse,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,5,0,0,-10
0,19-15-42.855,MoveLeftKeyUp,1,0,0,1,1.263811,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,19-15-42.930,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,-10
0,19-15-43.210,HitObstacle,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-10,0,0,-20
0,19-15-43.665,AvoidObstacle,0,0,0,0,3.389184E-20,0,0,0,0,0,0,1,0,0,0,0,0,-20
0,19-15-43.993,MoveLeftKeyDown,1,0,1,0,1.547942E-31,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,19-15-44.187,MoveLeftKeyUp,1,0,0,1,-1.352338,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,19-15-44.428,MoveRightKeyDown,0,1,1,0,-2.958431,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,19-15-44.519,AvoidObstacle,0,0,0,0,-2.27851,0,0,0,0,0,0,1,3,0,0,0,0,-20
0,19-15-44.630,MoveRightKeyUp,0,1,0,1,-1.545804,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,19-15-44.879,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,-20
0,19-15-45.014,ResponseToRightColor,0,0,0,0,0,0,0,1,1,3,2,0,0,0,10,1,33.33333,-10
0,19-15-45.380,MissTarget,0,0,0,0,5.177901E-21,-1,0,0,0,0,0,0,0,0,-5,0,0,-15
0,19-15-45.962,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-15
0,19-15-46.238,AvoidObstacle,0,0,0,0,1.241506E-38,0,0,0,0,0,0,1,3,0,0,0,0,-15
0,19-15-46.581,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,-15
0,19-15-46.835,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,2,0,0,0,10,1,0,-5
0,19-15-46.838,DefeatedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-5
0,19-15-48.338,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-5
0,19-15-48.346,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,-5
0,19-15-48.726,MoveLeftKeyDown,1,0,1,0,1.241506E-38,0,0,0,0,0,0,0,0,0,0,0,0,-5
0,19-15-48.970,MoveLeftKeyUp,1,0,0,1,-1.714673,0,0,0,0,0,0,0,0,0,0,0,0,-5
0,19-15-49.040,HitObstacle,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-10,0,0,-15
0,19-15-49.456,AvoidObstacle,0,0,0,0,-3,0,0,0,0,0,0,1,-3,0,0,0,0,-15
0,19-15-49.507,MoveLeftKeyDown,1,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-15
0,19-15-49.731,MoveLeftKeyUp,1,0,0,1,-4.574825,0,0,0,0,0,0,0,0,0,0,0,0,-15
0,19-15-49.858,GetTarget,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,-15
