Mode,Time,MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint
1,300,300,7,3,20,6,true,80
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,CDTAccuracy,CDTLevel,TimeWindow,TTTAccuracy,TTTLevel,Speed,Score
0,16-41-52.761,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,9.000003,0
0,16-41-52.766,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,16-41-57.766,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,16-41-58.322,MoveLeftKeyDown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-41-58.499,MoveLeftKeyUp,1,0,0,1,-1.618775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-41-58.779,MoveLeftKeyDown,1,0,1,0,-2.999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-41-58.915,MoveLeftKeyUp,1,0,0,1,-4.221542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-41-59.276,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-41-59.522,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,1,100,0,0,0,0,0,0,-10
0,16-41-59.779,MoveRightKeyDown,0,1,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,16-41-59.998,MoveRightKeyUp,0,1,0,1,-4.025112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,16-42-00.279,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,16-42-00.793,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,-10
0,16-42-00.827,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,16-42-01.008,MoveRightKeyUp,0,1,0,1,-1.379276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,16-42-01.092,AvoidResponse,0,0,0,0,0,0,0,-1,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,-5
0,16-42-01.297,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-5
0,16-42-01.585,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,1,0,0,0,10,1,93.33334,0,0,0,0,0,0,5
0,16-42-01.797,MoveRightKeyDown,0,1,1,0,-2.868315E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-42-01.993,MoveRightKeyUp,0,1,0,1,1.770334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-42-02.278,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-42-02.702,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,1,0,0,0,10,1,86.66666,0,0,0,0,0,0,15
0,16-42-02.969,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,16-42-03.170,MoveLeftKeyUp,1,0,0,1,1.187417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,16-42-03.277,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,15
0,16-42-03.626,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,3,0,0,0,10,1,80,0,0,0,0,0,0,25
0,16-42-03.824,MoveLeftKeyDown,1,0,1,0,4.262566E-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,16-42-03.827,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,25
0,16-42-04.023,MoveLeftKeyUp,1,0,0,1,-1.786125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
0,16-42-04.272,GetTarget,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,25
0,16-42-04.532,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,-10,1,83.33334,0,0,0,0,0,0,15
0,16-42-04.724,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,16-42-04.917,MoveRightKeyUp,0,1,0,1,-1.276063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,16-42-05.256,HitObstacle,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-10,0,0,0,0,0,0,0,0,5
0,16-42-05.277,MoveRightKeyDown,0,1,1,0,5.933472E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-42-05.475,MoveRightKeyUp,0,1,0,1,1.821444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-42-06.290,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-42-06.610,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,2,0,0,0,10,1,76.66666,0,0,0,0,0,0,15
0,16-42-06.846,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,15
0,16-42-07.081,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,16-42-07.226,MoveLeftKeyUp,1,0,0,1,1.68528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,16-42-07.314,MoveRightKeyDown,0,1,1,0,0.9028562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
0,16-42-07.336,HitObstacle,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-10,0,0,0,0,0,0,0,0,5
0,16-42-07.549,MoveRightKeyUp,0,1,0,1,2.972051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-42-08.280,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-42-08.502,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,1,80,0,0,0,0,0,0,-5
0,16-42-08.830,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
0,16-42-09.039,MoveLeftKeyUp,1,0,0,1,1.10596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
0,16-42-09.272,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-5
0,16-42-09.533,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,1,83.33334,0,0,0,0,0,0,-15
0,16-42-09.732,MoveRightKeyDown,0,1,1,0,-3.481462E-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15
0,16-42-09.867,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,-15
0,16-42-09.928,MoveRightKeyUp,0,1,0,1,1.859286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15
0,16-42-10.273,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-15
0,16-42-10.913,MoveRightKeyDown,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15
0,16-42-11.074,LateResponse,0,0,0,0,0,0,0,1,0,2,1,0,0,0,-10,0,0,0,0,0,0,0,0,-25
0,16-42-11.096,MoveRightKeyUp,0,1,0,1,4.602916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25
0,16-42-11.298,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,-25
0,16-42-12.118,LateResponse,0,0,0,0,0,0,0,1,0,2,1,0,0,0,-10,0,0,0,0,0,0,0,0,-35
0,16-42-12.662,AvoidObstacle,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,-35
0,16-42-12.903,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-35
