MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
300,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,16-13-06.330,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-13-11.341,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,16-13-11.950,MoveRightKeyDown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-13-12.127,MoveRightKeyUp,0,1,0,1,1.224427,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-13-12.853,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0
0,16-13-12.956,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,2,0,0,0,10,0,93.33334,10
0,16-13-13.313,MoveLeftKeyDown,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10
0,16-13-13.363,MissTarget,0,0,0,0,2.612428,-1,3,0,0,0,0,0,0,0,-5,0,0,5
0,16-13-13.549,MoveLeftKeyUp,1,0,0,1,1.35743,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-13-13.706,GetTarget,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,5
0,16-13-13.884,ResponseToRightColor,0,0,0,0,0,0,0,1,1,1,2,0,0,0,10,0,86.66666,15
0,16-13-14.210,MissTarget,0,0,0,0,-5.216737E-27,-1,0,0,0,0,0,0,0,0,-5,0,0,10
0,16-13-14.299,MoveLeftKeyDown,1,0,1,0,8.560652E-27,0,0,0,0,0,0,0,0,0,0,0,0,10
0,16-13-14.374,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,10
0,16-13-14.512,MoveLeftKeyUp,1,0,0,1,-1.505976,0,0,0,0,0,0,0,0,0,0,0,0,10
0,16-13-14.650,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,10
0,16-13-14.742,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,0,90,0
0,16-13-15.060,MissTarget,0,0,0,0,-3,-1,-3,0,0,0,0,0,0,0,-5,0,0,-5
0,16-13-15.920,AvoidObstacle,0,0,0,0,-3,0,0,0,0,0,0,1,0,0,0,0,0,-5
0,16-13-16.268,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,-5
0,16-13-16.502,ResponseToRightColor,0,0,0,0,0,0,0,1,1,3,2,0,0,0,10,0,83.33334,5
0,16-13-16.775,MissTarget,0,0,0,0,-3,-1,-3,0,0,0,0,0,0,0,-5,0,0,0
0,16-13-16.935,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-13-17.175,MoveRightKeyUp,0,1,0,1,-1.340091,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-13-17.297,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0
0,16-13-17.322,ResponseToRightColor,0,0,0,0,0,0,0,1,1,3,2,0,0,0,10,0,76.66666,10
0,16-13-17.406,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,10
0,16-13-17.631,MissTarget,0,0,0,0,1.154537E-13,-1,0,0,0,0,0,0,0,0,-5,0,0,5
0,16-13-17.834,MoveLeftKeyDown,1,0,1,0,2.121469E-16,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-13-18.042,MoveLeftKeyUp,1,0,0,1,-1.48001,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-13-18.455,MoveLeftKeyDown,1,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-13-18.491,MissTarget,0,0,0,0,-3.378393,-1,-3,0,0,0,0,0,0,0,-5,0,0,0
0,16-13-18.642,MoveLeftKeyUp,1,0,0,1,-4.292089,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16-13-18.843,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0
0,16-13-19.024,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,3,0,0,0,10,0,70,10
0,16-13-19.342,MissTarget,0,0,0,0,-6,-1,-6,0,0,0,0,0,0,0,-5,0,0,5
0,16-13-19.455,MoveRightKeyDown,0,1,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-13-19.655,MoveRightKeyUp,0,1,0,1,-4.593513,0,0,0,0,0,0,0,0,0,0,0,0,5
0,16-13-19.789,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,5
0,16-13-19.943,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,3,0,0,0,10,0,63.33333,15
0,16-13-20.212,MissTarget,0,0,0,0,-3,-1,-3,0,0,0,0,0,0,0,-5,0,0,10
0,16-13-20.261,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,10
