Time,MonsterMaxHp,PlayerSpeed,NumberOfColor,ObstacleAppearance,TargetDistance,AdaptiveToggle,ThresholdPoint,ConnectToGtecToggle
30,30,7,3,20,6,false,80,false
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,Score
0,19-11-21.712,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,19-11-21.715,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,19-11-26.729,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
0,19-11-28.224,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0
0,19-11-28.298,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,3,0,0,0,10,1,33.33333,10
0,19-11-29.075,MoveLeftKeyDown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
0,19-11-29.371,MoveLeftKeyUp,1,0,0,1,-2.064012,0,0,0,0,0,0,0,0,0,0,0,0,10
0,19-11-29.587,MissTarget,0,0,0,0,-2.999956,-1,-3,0,0,0,0,0,0,0,-5,0,0,5
0,19-11-29.604,MoveRightKeyDown,0,1,1,0,-2.999984,0,0,0,0,0,0,0,0,0,0,0,0,5
0,19-11-29.734,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,5
0,19-11-29.822,MoveRightKeyUp,0,1,0,1,-1.463071,0,0,0,0,0,0,0,0,0,0,0,0,5
0,19-11-29.985,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,5
0,19-11-30.041,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,1,66.66666,-5
0,19-11-30.423,MoveLeftKeyDown,1,0,1,0,-4.957802E-16,0,0,0,0,0,0,0,0,0,0,0,0,-5
0,19-11-30.443,MissTarget,0,0,0,0,-0.1936411,-1,0,0,0,0,0,0,0,0,-5,0,0,-10
0,19-11-30.640,MoveLeftKeyUp,1,0,0,1,-1.517262,0,0,0,0,0,0,0,0,0,0,0,0,-10
0,19-11-30.825,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,-10
0,19-11-30.879,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,1,100,-20
0,19-11-31.291,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-20
0,19-11-31.304,MissTarget,0,0,0,0,-2.866146,-1,-3,0,0,0,0,0,0,0,-5,0,0,-25
0,19-11-31.529,MoveRightKeyUp,0,1,0,1,-1.333239,0,0,0,0,0,0,0,0,0,0,0,0,-25
0,19-11-31.686,GetTarget,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,-25
0,19-11-31.727,ResponseToWrongColor,0,0,0,0,0,0,0,-1,1,3,3,0,0,0,-10,1,100,-35
0,19-11-32.048,MoveLeftKeyDown,1,0,1,0,-6.183881E-14,0,0,0,0,0,0,0,0,0,0,0,0,-35
0,19-11-32.162,MissTarget,0,0,0,0,-0.8391527,-1,0,0,0,0,0,0,0,0,-5,0,0,-40
0,19-11-32.245,MoveLeftKeyUp,1,0,0,1,-1.376552,0,0,0,0,0,0,0,0,0,0,0,0,-40
0,19-11-32.502,GetTarget,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,-40
0,19-11-32.740,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,-40
0,19-11-32.833,ResponseToRightColor,0,0,0,0,0,0,0,1,1,3,1,0,0,0,10,1,33.33333,-30
0,19-11-33.039,MoveLeftKeyDown,1,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-30
0,19-11-33.242,MoveLeftKeyUp,1,0,0,1,-4.424468,0,0,0,0,0,0,0,0,0,0,0,0,-30
0,19-11-33.406,GetTarget,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,-30
0,19-11-33.676,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,3,0,0,0,10,1,0,-20
0,19-11-33.680,DefeatedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-20
0,19-11-35.181,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-20
0,19-11-35.190,MonsterChangeColor,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-20
0,19-11-35.235,MoveRightKeyUp,0,1,0,1,-6,0,0,0,0,0,0,0,0,0,0,0,0,-20
