Mode,Time,MonsterMaxHp,CDTLevel,TTTLevel,ObstacleAppearance
2,300,300,12,41,20
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,CDTAccuracy,CDTLevel,TimeWindow,TTTAccuracy,TTTLevel,Speed,Distance,Score
144.3711,1660975,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.76,0,41,23.5,10,0
144.3711,1660975,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
149.4023,1666015,MonsterChangeColor,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
149.9648,1666587,MoveLeftKeyDown,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150.0586,1666647,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,5
150.1211,1666720,MoveLeftKeyUp,1,0,0,1,-2.964939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
150.4609,1667083,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
150.5898,1667207,MoveRightKeyUp,0,1,0,1,-0.05813017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
150.6211,1667207,MissTarget,0,0,0,0,-0.02918611,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,4
151.0586,1667654,AvoidObstacle,0,0,0,0,-9.924387E-09,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,9
151.3398,1667925,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,14
151.4648,1668084,MoveLeftKeyDown,1,0,1,0,-1.229551E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
151.5586,1668193,MoveLeftKeyUp,1,0,0,1,-2.911028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
151.7461,1668336,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,19
152.3086,1668912,MissTarget,0,0,0,0,-3,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,18
152.4336,1669035,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,18
152.5586,1669175,ChangePlayerColor,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18
152.5586,1669191,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,23
153.0273,1669609,Attack,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
153.0273,1669609,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,1,0,0,0,10,1,93.33334,0,0,0,0,0,0,0,33
153.1836,1669763,MissTarget,0,0,0,0,-3,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,32
153.4648,1670047,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,37
153.4961,1670090,MoveLeftKeyDown,1,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
153.5898,1670221,MoveLeftKeyUp,1,0,0,1,-5.964732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
153.8711,1670480,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,42
154.0586,1670663,MoveRightKeyDown,0,1,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
154.1836,1670789,MoveRightKeyUp,0,1,0,1,-3.046773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
154.3086,1670902,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,47
154.4727,1671086,MoveRightKeyDown,0,1,1,0,-3.000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
154.5898,1671199,MoveRightKeyUp,0,1,0,1,-0.05840081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
154.7148,1671325,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,52
154.8398,1671441,ChangePlayerColor,0,0,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,52
154.8711,1671513,MoveRightKeyDown,0,1,1,0,-1.827856E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
155.0273,1671625,MoveRightKeyUp,0,1,0,1,2.934694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
155.1523,1671758,GetTarget,0,0,0,0,0,1,0,0,0,2,4,0,0,0,5,0,0,0,0,0,0,0,0,0,57
155.3086,1671956,MoveLeftKeyDown,1,0,1,0,2.999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
155.4023,1672010,MoveLeftKeyUp,1,0,0,1,0.321207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
155.4648,1672059,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,57
155.4961,1672085,Attack,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
155.4961,1672085,ResponseToRightColor,0,0,0,0,0,0,0,1,1,2,4,0,0,0,10,1,86.66666,0,0,0,0,0,0,0,67
155.5898,1672180,GetTarget,0,0,0,0,0,1,0,0,0,2,4,0,0,0,5,0,0,0,0,0,0,0,0,0,72
