GtecTime,UnityTime,CombinedEyeValidDataBitMask,LeftEyeValidDataBitMask,RightEyeValidDataBitMask,CombinedEyeOpenness,LeftEyeOpenness,RightEyeOpenness,CombinedPupilDiameter,LeftPupilDiameter,RightPupilDiameter,CombinedPupilPosition,LeftPupilPosition,RightPupilPosition,CombinedGazeOrigin,LeftGazeOrigin,RightGazeOrigin,CombinedGazeDirection,LeftGazeDirection,RightGazeDirection,LeftEyeWide,RightEyeWide,LeftEyeSqeeze,RightEyeSqeeze,LeftEyeFrown,RightEyeFrown,FocusStatus,RayOriginal,RayDirection,Collider,Distance,Normal,Point,Transform.position,Transform.rotation,Camera.position,Camera.rotation
276.1211,2213037,3,31,31,0,1,1,0,2.401306,2.54216,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.4)","(1.7, 1.9, -20.9)","(33.8, 1.4, -22.6)","(-30.1, 2.4, -19.3)","(-0.2, 0.1, 1.0)","(-0.2, 0.1, 1.0)","(-0.2, 0.1, 1.0)",0.5749229,0.5749229,0,0,0,0,False,0,0,0,0,0,0,0,0,"(-0.1, 7.1, -7.4)","(0.1, 0.0, 0.0, 1.0)"
281.1836,2218079,3,31,31,0,1,1,0,2.874084,3.062729,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.4)","(-2.5, 1.5, -21.6)","(34.3, 0.9, -23.2)","(-29.6, 1.9, -20.3)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)",0.2021502,0.2021502,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.1, 0.0, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),15.91053,"(0.1, 0.0, -1.0)","(0.1, 3.2, 8.0)","(0.0, 0.0, 10.0)","(0.0, 1.0, 0.0, 0.0)","(-0.1, 7.1, -7.4)","(0.1, 0.0, 0.0, 1.0)"
281.2148,2218102,3,31,31,0,1,1,0,2.890121,3.062805,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.4)","(-0.3, 1.5, -21.7)","(34.3, 0.9, -23.3)","(-29.6, 1.9, -20.3)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)",0.1981149,0.1981149,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.1, 0.0, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),15.86476,"(0.1, 0.0, -1.0)","(0.1, 3.2, 8.0)","(0.0, 0.0, 10.0)","(0.0, 1.0, 0.0, 0.0)","(-0.1, 7.1, -7.4)","(0.1, 0.0, 0.0, 1.0)"
281.2188,2218123,3,31,31,0,1,1,0,2.902634,3.056931,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.4)","(2.0, 1.4, -21.8)","(34.3, 0.9, -23.3)","(-29.6, 1.9, -20.3)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)",0.2140884,0.2140884,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.1, 0.0, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),15.82983,"(0.1, 0.0, -1.0)","(0.1, 3.2, 8.1)","(0.0, 0.0, 10.0)","(0.0, 1.0, 0.0, 0.0)","(-0.1, 7.1, -7.3)","(0.1, 0.0, 0.0, 1.0)"
281.2461,2218143,3,31,31,0,1,1,0,2.904922,3.056458,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.4)","(3.5, 1.4, -21.8)","(34.3, 0.9, -23.3)","(-29.6, 1.9, -20.3)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)",0.2434124,0.2434124,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.1, 0.0, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),15.79975,"(0.1, 0.0, -1.0)","(0.2, 3.2, 8.1)","(0.0, 0.0, 10.1)","(0.0, 1.0, 0.0, 0.0)","(-0.1, 7.1, -7.2)","(0.1, 0.0, 0.0, 1.0)"
281.2773,2218164,3,31,31,0,1,1,0,2.905197,3.034729,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.4)","(4.4, 1.4, -21.8)","(34.3, 0.9, -23.2)","(-29.6, 1.9, -20.2)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)",0.2472474,0.2472474,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.1, 0.0, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),15.77081,"(0.1, 0.0, -1.0)","(0.2, 3.2, 8.3)","(0.0, 0.0, 10.3)","(0.0, 1.0, 0.0, 0.0)","(-0.1, 7.1, -7.0)","(0.1, 0.0, 0.0, 1.0)"
281.2773,2218183,3,31,31,0,1,1,0,2.912323,3.025391,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.4)","(6.4, 1.3, -21.9)","(34.3, 0.9, -23.2)","(-29.6, 1.9, -20.2)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)",0.2403922,0.2403922,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.1, 0.0, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),15.74224,"(0.1, 0.0, -1.0)","(0.2, 3.3, 8.4)","(0.0, 0.0, 10.4)","(0.0, 1.0, 0.0, 0.0)","(-0.1, 7.1, -6.8)","(0.1, 0.0, 0.0, 1.0)"
281.3086,2218210,3,31,31,0,1,1,0,2.914169,3.027679,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.4)","(5.1, 1.3, -21.8)","(34.3, 0.9, -23.2)","(-29.6, 1.9, -20.2)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)",0.2374138,0.2374138,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.1, 0.0, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),15.70129,"(0.1, 0.0, -1.0)","(0.2, 3.3, 8.6)","(0.0, 0.0, 10.6)","(0.0, 1.0, 0.0, 0.0)","(-0.1, 7.1, -6.6)","(0.1, 0.0, 0.0, 1.0)"
281.3398,2218231,3,31,31,0,1,1,0,2.914566,3.024384,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.4)","(-0.5, 1.4, -21.5)","(34.3, 0.8, -23.2)","(-29.6, 1.9, -20.2)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)",0.2066554,0.2066554,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.1, 0.0, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),15.67809,"(0.1, 0.0, -1.0)","(0.2, 3.3, 8.8)","(0.0, 0.0, 10.8)","(0.0, 1.0, 0.0, 0.0)","(-0.1, 7.1, -6.4)","(0.1, 0.0, 0.0, 1.0)"
281.3398,2218252,3,31,31,0,1,1,0,2.914001,3.018524,"(0.0, 0.0)","(0.5, 0.5)","(0.5, 0.4)","(-0.3, 1.4, -21.5)","(34.3, 0.8, -23.2)","(-29.6, 1.9, -20.1)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)","(-0.1, 0.0, 1.0)",0.2466769,0.2466769,0,0,0,0,True,"(0.0, 0.0, 0.0)","(0.1, 0.0, 1.0)",Monster1(Clone) (UnityEngine.CapsuleCollider),15.66221,"(0.1, 0.0, -1.0)","(0.2, 3.3, 9.1)","(0.0, 0.0, 11.0)","(0.0, 1.0, 0.0, 0.0)","(-0.1, 7.1, -6.1)","(0.1, 0.0, 0.0, 1.0)"
