Mode,Time,MonsterMaxHp,CDTLevel,TTTLevel,ObstacleAppearance
2,60,300,25,19,20
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,CDTAccuracy,CDTLevel,TimeWindow,TTTAccuracy,TTTLevel,Speed,Distance,Score
0,226991,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0.5,0,19,12.5,10,0
0,226991,SpawnedMonster,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,232039,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,233258.8,MoveRightKeyDown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,233436.1,MoveRightKeyUp,0,1,0,1,2.778649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,233480.1,MissTarget,0,0,0,0,2.915964,-1,3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1
0,233698.5,MoveRightKeyDown,0,1,1,0,2.995313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,233838.5,MoveRightKeyUp,0,1,0,1,5.601383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,234002.2,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
0,234368.7,MoveLeftKeyDown,1,0,1,0,5.99983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,234525,MoveLeftKeyUp,1,0,0,1,3.308787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,234791.1,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9
0,235049.1,ChangePlayerColor,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,235074.5,MonsterChangeColor,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9
0,235118.8,MoveLeftKeyDown,1,0,1,0,3.000054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,235269,MoveLeftKeyUp,1,0,0,1,0.3543218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,235558.4,LateResponse,0,0,0,0,0,0,0,1,0,2,1,0,0,0,-5,0,0,0,0,0,0,0,0,0,4
0,235602.2,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,9
0,235844.8,MoveLeftKeyDown,1,0,1,0,7.593929E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,236047.3,MoveLeftKeyUp,1,0,0,1,-2.833076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,236391.1,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,14
0,236683.6,MoveRightKeyDown,0,1,1,0,-2.999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,236855.8,MoveRightKeyUp,0,1,0,1,-0.2514079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,237133.9,ChangePlayerColor,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,237168.9,HitObstacle,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-5,0,0,0,0,0,0,0,0,0,9
0,237178.3,MoveRightKeyDown,0,1,1,0,-0.002284667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,237400.6,MoveRightKeyUp,0,1,0,1,2.883727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,237643.1,LateResponse,0,0,0,0,0,0,0,1,0,4,2,0,0,0,-5,0,0,0,0,0,0,0,0,0,4
0,237991.1,GetTarget,0,0,0,0,0,1,0,0,0,4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,9
0,238025.7,MoveLeftKeyDown,1,0,1,0,2.999986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,238112.8,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,9
0,238179.6,MoveLeftKeyUp,1,0,0,1,0.2888361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,238729.7,MoveRightKeyDown,0,1,1,0,9.226203E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,238842.9,MoveRightKeyUp,0,1,0,1,2.409765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,239086.4,AvoidObstacle,0,0,0,0,2.988231,0,0,0,0,0,0,1,6,0,5,0,0,0,0,0,0,0,0,0,14
0,239477.5,ChangePlayerColor,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,14
0,239591.1,GetTarget,0,0,0,0,0,1,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,19
0,239852.3,MoveRightKeyDown,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
0,239964.6,MoveRightKeyUp,0,1,0,1,5.436301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
0,239992.1,LateResponse,0,0,0,0,0,0,0,1,0,3,4,0,0,0,-5,0,0,0,0,0,0,0,0,0,14
0,240402.2,GetTarget,0,0,0,0,0,1,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,19
0,241154.8,MonsterChangeColor,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,19
0,241488.5,AvoidObstacle,0,0,0,0,6,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,24
0,241991.1,GetTarget,0,0,0,0,0,1,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,29
0,242268.3,ChangePlayerColor,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
0,242777.1,LateResponse,0,0,0,0,0,0,0,1,0,2,1,0,0,0,-5,0,0,0,0,0,0,0,0,0,24
0,243094.9,AvoidObstacle,0,0,0,0,6,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,29
0,243164.5,MoveLeftKeyDown,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
0,243321.2,MoveLeftKeyUp,1,0,0,1,3.297514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
0,243453.8,MoveLeftKeyDown,1,0,1,0,3.044244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
0,243602.2,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,34
0,243610.2,MoveLeftKeyUp,1,0,0,1,0.2641759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,244037.6,MoveLeftKeyDown,1,0,1,0,0.0004856171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,244196.7,MonsterChangeColor,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,34
0,244220.4,MoveLeftKeyUp,1,0,0,1,-2.792584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
0,244391.1,GetTarget,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,39
0,244947.7,MoveRightKeyUp,0,1,0,1,-2.999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
0,245173.9,ChangePlayerColor,0,0,0,0,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,39
0,245265.4,MoveLeftKeyDown,1,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
0,245409.8,MoveLeftKeyUp,1,0,0,1,-5.633895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
0,245481.3,MissTarget,0,0,0,0,-5.912277,-1,-6,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,38
0,245644.9,MoveRightKeyDown,0,1,1,0,-5.988915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0,245676,LateResponse,0,0,0,0,0,0,0,1,0,4,3,0,0,0,-5,0,0,0,0,0,0,0,0,0,33
0,245791.4,MoveRightKeyUp,0,1,0,1,-3.32234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
0,245991.1,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,38
0,246454.3,MoveRightKeyUp,0,1,0,1,-3.000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0,246706.2,MoveRightKeyDown,0,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0,246824.5,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,43
0,246878.8,MoveRightKeyUp,0,1,0,1,-0.2234965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
0,247210.2,MoveRightKeyDown,0,1,1,0,-0.001609056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
0,247237.6,MonsterChangeColor,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,43
0,247425.6,MoveRightKeyUp,0,1,0,1,2.870759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
0,247591.1,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,48
0,247991.6,MoveLeftKeyDown,1,0,1,0,2.999973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
0,248180,MoveLeftKeyUp,1,0,0,1,0.1901117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
0,248391.1,GetTarget,0,0,0,0,0,1,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,53
0,248610.3,ChangePlayerColor,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,53
0,248641.3,MoveLeftKeyDown,1,0,1,0,0.0002230286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
0,248792.5,MoveLeftKeyUp,1,0,0,1,-2.732707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
0,249127,LateResponse,0,0,0,0,0,0,0,1,0,3,2,0,0,0,-5,0,0,0,0,0,0,0,0,0,48
0,249191.1,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,53
0,249470.2,MoveLeftKeyDown,1,0,1,0,-2.999987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
0,249635.9,MoveLeftKeyUp,1,0,0,1,-5.738991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
0,249991.1,GetTarget,0,0,0,0,0,1,0,0,0,3,2,0,0,0,5,0,0,0,0,0,0,0,0,0,58
0,250265.4,MonsterChangeColor,0,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,58
0,251094.1,AvoidObstacle,0,0,0,0,-6,0,0,0,0,0,0,1,-3,0,5,0,0,0,0,0,0,0,0,0,63
0,251217.2,ChangePlayerColor,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,63
0,251602.2,GetTarget,0,0,0,0,0,1,0,0,0,4,2,0,0,0,5,0,0,0,0,0,0,0,0,0,68
0,251722,LateResponse,0,0,0,0,0,0,0,1,0,4,2,0,0,0,-5,0,0,0,0,0,0,0,0,0,63
0,252080.6,MoveRightKeyDown,0,1,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
