Mode,Time,MonsterMaxHp,CDTLevel,TTTLevel,ObstacleAppearance
1,300,300,13,38,20
GtecTime,UnityTime,GameEvent,MoveLeft,MoveRight,ButtonDown,ButtonUp,PlayerPosition,GetTarget,TargetPosition,Attackable,Attack,MonsterColorId,TargetColorId,AvoidObstacle,ObstaclePosition,MonsterColorChange,GetScore,MonsterId,MonsterHpPercent,CDTAccuracy,CDTLevel,TimeWindow,TTTAccuracy,TTTLevel,Speed,Distance,Score
0,1938809,StartGame,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.74,0,38,22,10,0
0,1944613,MoveRightKeyDown,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1944696,MissTarget,0,0,0,0,2.876838,-1,3,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1
0,1944758,MoveRightKeyUp,0,1,0,1,2.963265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,1945028,MoveRightKeyDown,0,1,1,0,2.999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
0,1945156,MissTarget,0,0,0,0,5.964168,-1,6,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-2
0,1945180,MoveRightKeyUp,0,1,0,1,5.964168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2
0,1945600,AvoidObstacle,0,0,0,0,6,0,0,0,0,0,0,1,3,0,5,0,0,0,0,0,0,0,0,0,3
0,1945839,MoveLeftKeyDown,1,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,1945958,MoveLeftKeyUp,1,0,0,1,3.09915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,1946019,MoveLeftKeyDown,1,0,1,0,3.015648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
0,1946044,MissTarget,0,0,0,0,0.7877669,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,2
0,1946155,MoveLeftKeyUp,1,0,0,1,0.05360503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1946245,MoveLeftKeyDown,1,0,1,0,0.003561522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,1946351,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7
0,1946381,MoveLeftKeyUp,1,0,0,1,-2.946457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,1946579,MoveLeftKeyDown,1,0,1,0,-2.999874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,1946669,MoveLeftKeyUp,1,0,0,1,-5.834341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,1946807,GetTarget,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12
0,1947412,AvoidObstacle,0,0,0,0,-6,0,0,0,0,0,0,1,-3,0,5,0,0,0,0,0,0,0,0,0,17
0,1947604,MoveRightKeyDown,0,1,1,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,1947768,MoveRightKeyUp,0,1,0,1,-3.021906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
0,1947873,MissTarget,0,0,0,0,-3.000582,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,16
